"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US92395","ZCTA5 92395","15583","772","4.7","1.5","5.3","1.7","12.7","3.7","11.1","2.6","11.6","2.7","15.6","2.7","12.7","2.6","14.6","2.9","7.4","1.8","4.3","1.3","57407","9404","76806","5191","41.8","(X)","(X)","(X)","(X)","(X)","11254","607","4.3","1.6","4.2","1.8","9.1","2.5","9.9","2.5","11.1","3.1","17.6","3.3","13.5","2.9","16.8","3.5","9.1","2.4","4.4","1.6","67970","5550","84419","5728","(X)","(X)","44.5","(X)","(X)","(X)","6581","697","1.3","0.9","2.6","1.8","4.9","2.6","7.4","2.9","11.0","4.3","16.1","4.0","16.8","4.3","19.9","5.2","12.8","3.7","7.2","2.7","87642","13901","104928","9197","(X)","(X)","(X)","(X)","(X)","(X)","4329","629","9.1","4.2","7.3","3.6","25.4","9.7","14.8","7.3","12.8","5.1","11.2","3.9","8.4","4.3","5.5","2.9","2.4","1.7","3.3","2.4","29336","4125","49730","6648","(X)","(X)","(X)","(X)","32.6","(X)",
"860Z200US92397","ZCTA5 92397","2619","364","5.3","3.3","4.5","5.7","3.8","3.7","6.9","4.4","14.4","8.7","11.8","5.4","9.6","4.4","17.7","7.2","14.8","7.2","11.3","5.1","86370","24890","115250","21610","44.1","(X)","(X)","(X)","(X)","(X)","1684","386","1.3","1.5","6.9","8.7","0.0","2.5","3.0","3.3","20.0","12.5","13.4","7.8","4.2","3.9","19.8","9.2","19.1","10.7","12.2","6.0","100651","38489","127916","30313","(X)","(X)","49.1","(X)","(X)","(X)","1451","378","1.5","1.8","8.1","10.1","0.0","2.9","0.0","2.9","21.5","14.3","11.7","7.7","1.4","2.0","21.2","10.5","20.4","11.6","14.2","6.9","104896","34531","N","N","(X)","(X)","(X)","(X)","(X)","(X)","935","225","12.6","8.1","0.0","4.4","10.6","9.9","14.0","9.9","4.2","5.7","12.1","8.9","18.6","10.1","13.8","10.5","4.6","7.9","9.5","8.9","59591","36793","88257","27498","(X)","(X)","(X)","(X)","35.2","(X)",
"860Z200US92398","ZCTA5 92398","655","304","1.4","2.6","2.6","4.0","0.0","6.3","4.7","6.0","15.4","10.9","40.9","29.5","12.5","13.4","8.7","9.9","7.8","9.3","6.0","6.3","56664","15531","78305","17867","72.2","(X)","(X)","(X)","(X)","(X)","264","117","0.0","14.8","0.0","14.8","0.0","14.8","0.0","14.8","11.7","12.5","17.4","17.8","15.2","22.3","33.7","23.2","7.2","11.3","14.8","13.3","101786","63649","115761","27516","(X)","(X)","64.4","(X)","(X)","(X)","228","114","0.0","16.9","0.0","16.9","0.0","16.9","0.0","16.9","13.6","14.6","4.4","7.9","17.5","25.0","39.0","25.5","8.3","12.8","17.1","15.4","137600","91542","N","N","(X)","(X)","(X)","(X)","(X)","(X)","391","292","2.3","5.2","4.3","7.8","0.0","10.3","7.9","11.9","17.9","18.7","56.8","40.5","10.7","16.6","0.0","10.3","0.0","10.3","0.0","10.3","55480","9644","52807","8851","(X)","(X)","(X)","(X)","77.5","(X)",
"860Z200US92399","ZCTA5 92399","18274","648","4.8","1.2","3.3","0.9","6.2","1.6","4.5","0.9","7.8","1.6","14.8","2.4","11.2","2.3","19.0","2.7","15.9","2.9","12.5","1.9","94718","8276","115696","6416","38.0","(X)","(X)","(X)","(X)","(X)","13914","376","2.0","0.9","1.8","1.0","3.8","1.5","3.3","1.2","6.8","1.6","15.6","2.9","12.7","2.6","20.7","3.2","19.4","3.6","13.8","2.0","107185","10616","128308","7477","(X)","(X)","38.9","(X)","(X)","(X)","10430","507","1.7","0.9","0.9","0.7","3.6","1.9","1.3","0.7","4.1","1.2","14.8","3.4","10.2","2.7","21.1","3.5","24.6","4.6","17.7","2.4","125765","10557","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4360","640","14.5","4.6","9.0","3.3","14.4","4.1","9.2","2.9","12.4","3.9","13.4","4.5","6.6","2.6","12.2","3.6","4.3","2.6","4.0","3.1","36916","4103","65037","13132","(X)","(X)","(X)","(X)","33.6","(X)",
"860Z200US92401","ZCTA5 92401","734","159","7.8","6.2","16.8","8.4","11.3","5.7","10.5","7.8","11.7","8.0","24.3","12.4","6.9","6.6","6.1","5.0","0.0","5.6","4.6","3.7","42898","12695","60878","16455","41.1","(X)","(X)","(X)","(X)","(X)","453","134","4.6","7.9","4.6","5.4","9.7","7.4","9.3","9.5","23.2","14.6","30.7","17.3","4.9","7.8","6.4","7.6","0.0","8.9","6.6","5.6","45469","22488","69046","18682","(X)","(X)","53.9","(X)","(X)","(X)","208","101","10.1","16.5","5.3","8.4","11.5","11.3","3.8","5.9","19.7","19.0","19.2","22.9","10.6","16.9","13.9","16.8","0.0","18.4","5.8","8.6","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","281","92","12.8","10.0","36.3","18.1","17.4","10.0","8.9","13.2","7.8","11.4","3.6","7.7","10.3","11.0","1.4","2.6","0.0","14.0","1.4","2.8","15240","4574","42154","27440","(X)","(X)","(X)","(X)","20.6","(X)",
"860Z200US92404","ZCTA5 92404","18702","838","5.7","1.4","5.9","1.2","5.9","1.5","9.2","1.6","13.2","2.2","15.6","2.2","14.8","2.1","18.1","2.2","6.5","1.6","5.1","1.4","66173","3775","80245","3914","37.2","(X)","(X)","(X)","(X)","(X)","13816","823","7.0","1.9","3.2","1.2","4.4","1.4","7.3","2.0","13.7","2.5","15.0","2.6","16.6","2.6","20.6","2.4","7.3","2.0","4.8","1.5","73786","5467","83324","3744","(X)","(X)","37.7","(X)","(X)","(X)","7549","527","3.0","1.7","1.3","0.9","2.4","1.3","5.2","2.2","10.9","2.9","15.5","4.0","17.1","3.5","26.1","3.5","12.4","3.3","6.1","2.5","89613","5460","99718","5673","(X)","(X)","(X)","(X)","(X)","(X)","4886","471","7.8","2.4","13.8","3.7","12.1","3.5","14.5","4.2","16.4","5.7","15.0","3.7","7.7","2.7","8.7","3.4","1.7","1.4","2.4","2.0","35767","3040","53049","8259","(X)","(X)","(X)","(X)","31.0","(X)",
"860Z200US92405","ZCTA5 92405","9382","611","7.9","2.3","3.1","1.3","9.6","2.5","7.5","2.2","16.0","3.3","15.7","2.3","15.7","3.3","16.5","3.8","5.1","1.9","3.0","1.5","59271","6372","71667","4859","33.7","(X)","(X)","(X)","(X)","(X)","6706","487","6.2","2.6","4.3","2.5","6.2","2.2","7.0","2.3","16.4","4.4","18.5","3.2","15.2","3.3","17.2","4.3","5.7","2.4","3.1","1.9","61066","5294","74520","6285","(X)","(X)","34.4","(X)","(X)","(X)","3595","410","2.0","1.7","1.4","1.5","4.1","2.6","3.2","1.7","15.1","5.1","22.3","5.2","19.0","5.3","21.5","6.3","7.0","3.6","4.3","3.1","78723","11727","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2676","444","14.6","5.4","6.0","3.3","18.0","7.7","11.4","5.5","12.9","6.7","9.8","3.6","12.0","6.0","12.1","6.9","1.5","1.7","1.7","1.8","36250","15032","52394","8309","(X)","(X)","(X)","(X)","29.4","(X)",
"860Z200US92407","ZCTA5 92407","18346","612","3.1","1.2","1.2","0.7","6.3","1.8","5.7","1.4","13.2","2.5","15.6","2.0","14.2","2.3","18.7","2.3","10.7","1.9","11.3","1.8","83662","3599","108370","8243","41.6","(X)","(X)","(X)","(X)","(X)","14657","759","3.0","1.3","0.4","0.3","4.4","1.6","6.8","1.9","13.7","2.8","14.0","2.3","15.5","2.3","18.3","2.7","11.0","2.0","12.8","2.3","84956","7847","113493","9865","(X)","(X)","43.5","(X)","(X)","(X)","9196","750","0.9","0.7","0.1","0.2","2.0","1.1","5.8","2.1","11.7","3.4","12.4","3.0","14.3","2.9","21.3","3.7","14.6","2.8","17.0","3.3","107953","9235","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3689","486","6.4","3.2","4.1","3.5","18.3","5.7","5.5","2.7","15.4","5.7","17.0","4.7","14.4","5.3","13.7","4.3","3.7","2.6","1.4","1.3","50787","12675","62502","6835","(X)","(X)","(X)","(X)","26.3","(X)",
"860Z200US92408","ZCTA5 92408","4093","334","7.0","2.7","7.2","2.6","4.8","2.4","8.7","2.9","12.2","4.2","15.8","5.4","10.7","3.5","17.6","4.1","11.9","4.9","4.2","2.5","63696","7546","80280","6407","42.3","(X)","(X)","(X)","(X)","(X)","2762","310","5.4","3.1","6.0","2.8","1.8","1.8","8.6","4.2","11.4","4.3","17.6","5.2","15.0","5.1","17.3","5.2","11.1","6.7","5.6","3.5","73889","10370","85957","8391","(X)","(X)","42.4","(X)","(X)","(X)","1633","251","1.1","1.3","3.7","2.9","0.7","1.0","2.4","2.3","9.6","4.5","16.3","6.9","19.4","7.8","22.7","7.8","15.5","11.0","8.8","5.8","86797","29260","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1331","276","13.1","7.3","12.6","5.9","9.6","5.6","8.7","5.8","17.2","8.4","11.5","9.8","1.3","1.6","11.8","6.6","13.6","7.8","0.5","0.9","37656","11626","59468","12605","(X)","(X)","(X)","(X)","37.9","(X)",
"860Z200US92410","ZCTA5 92410","13379","507","5.5","1.3","7.1","1.6","8.9","1.9","12.2","2.0","13.6","2.4","20.8","2.7","13.8","2.4","11.8","1.9","3.8","1.1","2.5","0.9","53390","4164","67809","4994","36.4","(X)","(X)","(X)","(X)","(X)","9926","415","5.6","1.8","4.6","1.7","6.6","1.9","11.3","2.4","14.5","2.7","23.1","3.4","14.0","2.7","14.3","2.4","4.2","1.4","1.8","0.7","58867","3962","67404","3125","(X)","(X)","38.6","(X)","(X)","(X)","5526","452","2.0","1.4","2.1","1.4","5.6","2.4","9.7","3.0","13.1","4.0","25.9","4.6","15.3","3.6","18.8","3.2","4.7","2.1","2.8","1.3","69327","4078","77800","4762","(X)","(X)","(X)","(X)","(X)","(X)","3453","367","11.8","3.7","15.4","3.9","16.3","4.7","12.7","3.8","13.1","4.1","12.7","4.5","9.4","4.9","4.5","2.2","1.3","1.4","2.8","2.4","28624","4656","58284","16347","(X)","(X)","(X)","(X)","27.3","(X)",
"860Z200US92411","ZCTA5 92411","6650","425","4.9","1.8","6.0","2.8","11.1","2.6","9.8","3.0","13.8","2.9","18.8","3.8","9.0","3.1","15.7","3.7","6.3","2.1","4.5","1.8","55457","5293","74144","6498","37.7","(X)","(X)","(X)","(X)","(X)","5212","390","5.1","2.2","4.7","3.2","10.1","3.2","8.6","3.3","14.0","3.3","19.4","4.1","10.9","3.6","14.8","3.6","7.6","2.6","4.9","2.3","61765","7664","76453","5921","(X)","(X)","37.2","(X)","(X)","(X)","2959","384","2.5","2.0","5.8","5.1","3.6","2.6","6.9","4.2","14.3","4.2","19.7","5.4","11.2","4.2","19.9","5.4","8.4","3.7","7.6","3.8","73125","4460","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1438","238","13.2","6.0","12.1","5.8","17.5","7.3","11.2","6.7","11.0","5.3","18.5","8.2","8.7","5.9","6.1","4.1","0.7","1.2","1.0","1.6","30484","8657","42911","7202","(X)","(X)","(X)","(X)","32.1","(X)",
"860Z200US92415","ZCTA5 92415","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US92501","ZCTA5 92501","6912","479","4.8","2.1","1.6","0.9","6.8","2.4","5.8","2.3","10.5","3.3","14.3","3.8","14.2","3.5","21.8","4.3","9.9","2.9","10.3","3.9","83027","7318","97739","7191","53.2","(X)","(X)","(X)","(X)","(X)","4750","467","6.4","3.3","0.2","0.2","5.2","2.4","4.5","2.7","8.4","3.7","14.3","6.5","15.4","4.5","26.5","5.7","10.2","3.8","8.9","2.8","88515","15947","100405","8320","(X)","(X)","57.0","(X)","(X)","(X)","2551","368","4.2","4.0","0.0","1.6","2.5","2.4","0.2","0.4","5.9","3.9","7.4","5.8","18.2","6.8","38.3","9.4","10.1","5.2","13.1","4.8","107287","4854","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2162","292","4.5","2.6","5.2","2.9","13.6","6.0","8.1","4.3","9.7","4.2","23.9","8.4","11.1","4.0","10.9","5.1","8.0","5.1","4.9","4.0","59462","7130","73025","10060","(X)","(X)","(X)","(X)","39.6","(X)",
"860Z200US92503","ZCTA5 92503","24727","705","3.1","0.8","3.0","0.8","4.5","1.0","5.6","1.2","9.1","1.5","15.3","1.7","13.3","1.7","20.3","1.9","11.0","1.9","14.8","1.8","91523","4495","115539","4558","52.9","(X)","(X)","(X)","(X)","(X)","19742","774","2.3","0.7","1.5","0.6","3.6","0.9","5.6","1.3","9.2","1.9","14.9","2.0","14.2","2.1","20.5","2.1","11.9","2.0","16.2","2.1","97671","5189","121006","4935","(X)","(X)","54.6","(X)","(X)","(X)","13822","735","1.6","0.7","0.6","0.4","1.7","0.6","4.0","1.4","7.1","2.0","14.7","2.6","13.8","2.2","22.2","2.7","14.4","2.6","20.1","2.9","114439","5899","136282","6421","(X)","(X)","(X)","(X)","(X)","(X)","4985","518","8.4","2.9","9.7","3.1","11.3","3.0","9.2","3.0","13.9","3.8","17.2","3.8","8.5","3.2","12.5","3.9","4.8","2.8","4.4","2.3","46690","6331","66372","7461","(X)","(X)","(X)","(X)","42.8","(X)",
"860Z200US92504","ZCTA5 92504","16108","828","3.7","1.3","2.9","1.0","4.9","1.4","4.5","1.2","9.2","1.9","16.6","2.5","13.7","2.5","23.0","3.5","10.7","2.4","10.8","2.8","88168","8087","108753","7952","51.5","(X)","(X)","(X)","(X)","(X)","12350","751","2.5","1.1","1.5","1.1","3.5","1.5","3.9","1.6","7.3","1.8","17.7","3.4","16.2","3.1","24.2","4.1","11.4","2.7","11.8","3.3","95360","10582","116356","8360","(X)","(X)","52.3","(X)","(X)","(X)","8368","682","0.9","0.9","0.4","0.4","2.2","1.3","2.7","1.5","6.4","2.1","14.8","3.4","15.1","3.6","27.2","5.3","15.2","3.8","15.1","4.4","113175","11306","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3758","411","9.9","4.1","8.9","2.9","9.7","3.6","9.5","3.3","13.4","5.3","16.9","5.4","11.9","3.8","12.6","4.3","2.3","2.7","4.8","2.7","47543","10861","67139","10655","(X)","(X)","(X)","(X)","42.9","(X)",
"860Z200US92505","ZCTA5 92505","14538","521","3.8","1.8","1.4","0.6","4.4","1.2","5.8","1.7","8.6","1.7","18.8","2.5","15.4","2.4","21.0","2.6","11.3","1.6","9.4","1.6","84528","6057","102683","4168","52.6","(X)","(X)","(X)","(X)","(X)","11567","512","3.4","2.1","1.2","0.8","3.9","1.3","4.7","1.7","7.4","1.8","19.3","2.8","14.8","2.4","23.4","3.2","11.2","1.8","10.5","2.0","92348","6913","107758","4806","(X)","(X)","52.2","(X)","(X)","(X)","7879","566","3.4","3.0","0.6","0.5","1.4","0.8","2.8","1.8","6.6","2.3","16.4","3.3","14.6","2.8","27.4","4.1","13.8","2.5","13.1","2.8","108691","8880","121862","6608","(X)","(X)","(X)","(X)","(X)","(X)","2971","314","6.3","3.2","3.5","2.0","8.2","3.1","12.5","4.5","15.6","4.9","18.4","5.2","13.7","4.6","12.5","4.4","6.0","4.2","3.3","2.5","54050","7126","68633","8037","(X)","(X)","(X)","(X)","47.8","(X)",
"860Z200US92506","ZCTA5 92506","14891","748","3.0","1.3","2.5","1.1","2.6","1.2","3.1","1.4","6.4","2.7","12.1","1.8","12.0","2.3","19.7","2.8","16.8","2.4","21.9","2.2","120877","6224","151029","7902","42.0","(X)","(X)","(X)","(X)","(X)","11353","636","2.0","1.5","2.7","1.4","3.1","1.5","2.2","1.7","3.5","1.8","10.2","2.0","10.1","2.1","22.1","3.8","19.1","3.0","25.1","2.6","133487","9917","165590","9143","(X)","(X)","41.7","(X)","(X)","(X)","8789","692","0.8","0.6","1.2","1.2","0.8","0.7","2.2","2.0","2.5","1.6","8.9","2.1","9.9","2.4","20.8","3.9","23.2","3.8","29.8","3.4","154696","6930","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3538","481","7.2","3.5","1.9","1.8","2.5","2.1","5.9","2.4","18.4","9.0","16.8","5.0","16.7","5.6","12.6","4.4","8.9","4.0","9.1","3.0","69915","10521","96315","12262","(X)","(X)","(X)","(X)","39.7","(X)",
"860Z200US92507","ZCTA5 92507","18314","547","7.0","1.6","3.4","0.9","6.5","1.5","6.6","1.3","10.5","1.8","18.2","2.2","13.3","2.1","17.9","2.3","8.7","1.7","7.8","1.4","72367","3569","89985","4010","45.9","(X)","(X)","(X)","(X)","(X)","11019","527","3.8","1.4","2.6","1.0","5.3","1.7","5.1","1.4","11.9","2.3","18.4","2.9","13.8","2.7","19.6","3.3","9.8","2.1","9.8","2.1","81026","4836","100164","5370","(X)","(X)","44.8","(X)","(X)","(X)","6769","441","1.7","0.9","1.0","0.8","2.6","1.4","2.1","0.9","6.9","2.3","16.7","3.4","17.0","3.6","25.8","4.7","12.7","3.1","13.6","3.2","104148","6110","122464","7458","(X)","(X)","(X)","(X)","(X)","(X)","7295","508","13.7","3.2","5.1","2.0","9.2","2.4","9.8","2.8","9.1","2.8","18.8","4.0","11.8","3.6","13.3","3.5","5.3","2.4","3.8","1.5","53785","7613","67932","6070","(X)","(X)","(X)","(X)","44.5","(X)",
"860Z200US92508","ZCTA5 92508","10251","508","3.2","2.3","1.3","0.8","1.1","0.8","2.5","0.8","4.2","1.6","9.6","2.2","7.8","1.7","23.1","3.2","18.7","3.7","28.5","4.1","144485","9613","162460","13325","40.3","(X)","(X)","(X)","(X)","(X)","8983","470","1.2","0.9","0.9","0.7","0.6","0.4","2.5","1.1","2.4","1.0","8.4","2.5","7.0","1.9","24.7","3.5","21.7","4.2","30.5","4.4","153825","8561","173463","13530","(X)","(X)","39.0","(X)","(X)","(X)","7207","545","0.8","0.8","0.6","0.5","0.1","0.2","1.5","0.7","2.2","1.1","6.9","2.3","5.1","1.6","24.3","3.9","22.5","5.0","36.0","5.2","164363","10786","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1268","362","17.0","14.0","4.0","4.1","6.5","5.6","7.6","4.8","16.6","8.6","18.8","8.3","13.8","7.7","8.4","4.7","2.5","3.1","5.0","4.0","48438","11024","64639","15690","(X)","(X)","(X)","(X)","44.0","(X)",
"860Z200US92509","ZCTA5 92509","20138","581","2.6","0.6","2.6","0.8","5.5","1.3","6.9","1.5","7.1","1.3","13.7","1.7","14.5","1.9","22.9","2.1","11.8","1.9","12.4","2.0","95218","4785","113157","6894","46.1","(X)","(X)","(X)","(X)","(X)","16595","490","2.3","0.9","1.8","0.8","4.0","1.2","5.4","1.5","7.1","1.6","13.9","1.9","17.5","2.6","23.0","2.3","12.1","2.1","12.9","2.4","96496","3370","117603","7978","(X)","(X)","46.2","(X)","(X)","(X)","10896","563","0.6","0.5","1.0","0.6","2.7","1.3","4.3","1.3","6.3","1.6","13.4","2.2","17.9","2.6","23.8","3.1","14.1","2.9","16.0","3.2","107549","6807","129295","10227","(X)","(X)","(X)","(X)","(X)","(X)","3543","414","7.8","2.6","8.0","3.0","14.0","4.0","11.4","4.3","12.4","3.0","16.8","4.4","8.7","2.8","10.9","4.1","5.8","2.5","4.5","1.9","47038","6921","64987","7547","(X)","(X)","(X)","(X)","37.1","(X)",
"860Z200US92518","ZCTA5 92518","552","170","7.6","8.8","2.7","4.6","9.4","8.8","13.9","10.1","1.4","2.3","11.1","7.9","13.0","9.1","33.2","19.9","4.3","5.1","3.3","3.7","83438","45215","86443","21509","37.0","(X)","(X)","(X)","(X)","(X)","196","88","15.8","20.8","7.7","12.5","0.0","19.4","0.0","19.4","4.1","6.4","5.6","9.1","28.1","19.7","17.3","16.7","12.2","13.6","9.2","10.3","97609","27023","109395","44383","(X)","(X)","29.1","(X)","(X)","(X)","196","88","15.8","20.8","7.7","12.5","0.0","19.4","0.0","19.4","4.1","6.4","5.6","9.1","28.1","19.7","17.3","16.7","12.2","13.6","9.2","10.3","97609","27023","N","N","(X)","(X)","(X)","(X)","(X)","(X)","356","155","3.1","4.5","0.0","11.2","14.6","14.2","21.6","17.0","0.0","11.2","14.0","11.0","4.8","5.9","41.9","25.5","0.0","11.2","0.0","11.2","-","**","73806","23369","(X)","(X)","(X)","(X)","41.3","(X)",
"860Z200US92521","ZCTA5 92521","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US92530","ZCTA5 92530","17430","851","3.0","1.0","1.8","0.7","6.0","1.5","7.4","2.1","9.9","2.2","15.5","2.0","15.2","2.3","17.4","2.4","13.1","2.3","10.6","1.8","84799","5443","106262","5877","45.7","(X)","(X)","(X)","(X)","(X)","13503","642","2.6","1.0","1.4","0.6","4.6","1.4","5.3","2.0","8.4","2.4","17.3","2.5","16.6","2.6","17.6","2.9","15.5","3.0","10.7","2.2","90549","3818","110902","7203","(X)","(X)","46.4","(X)","(X)","(X)","9581","664","0.9","0.6","0.8","0.8","3.2","1.7","4.1","2.0","7.6","2.8","17.6","3.1","16.8","3.0","19.0","3.4","17.7","3.6","12.4","2.8","97466","9372","120706","9380","(X)","(X)","(X)","(X)","(X)","(X)","3927","623","6.2","2.5","4.0","1.8","12.3","3.9","15.7","6.0","14.1","5.9","13.1","4.0","12.8","4.6","10.3","4.4","3.4","2.0","8.0","5.2","47798","9921","75725","13009","(X)","(X)","(X)","(X)","38.5","(X)",
"860Z200US92532","ZCTA5 92532","7933","561","2.0","1.5","0.9","1.0","2.1","1.3","4.4","2.5","4.9","2.7","11.1","2.6","16.2","4.3","20.7","4.3","15.4","4.5","22.2","5.5","111746","10367","133980","10200","44.4","(X)","(X)","(X)","(X)","(X)","6648","542","2.4","1.8","0.9","1.1","1.5","1.2","5.4","3.0","5.7","2.7","10.4","2.8","13.0","4.4","22.0","5.2","14.2","4.7","24.5","6.2","114982","17095","137048","10589","(X)","(X)","46.1","(X)","(X)","(X)","5069","511","1.0","1.0","0.4","0.6","1.7","1.4","4.0","3.2","2.6","1.9","11.2","3.6","13.1","5.1","20.3","5.6","15.9","5.4","29.7","7.6","133375","28603","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1285","299","2.3","3.3","0.9","1.5","7.1","6.7","3.2","3.0","11.6","10.6","10.1","6.9","23.3","14.0","16.3","9.6","21.9","12.7","3.3","3.1","90683","23853","96378","15934","(X)","(X)","(X)","(X)","25.9","(X)",
"860Z200US92536","ZCTA5 92536","1085","227","6.5","5.9","0.0","3.8","14.5","11.6","2.2","2.6","9.7","7.4","15.9","10.7","9.8","7.5","14.4","10.0","14.3","7.7","12.9","8.0","80046","28741","105062","24443","38.2","(X)","(X)","(X)","(X)","(X)","795","211","1.8","2.8","0.0","5.2","13.5","13.1","1.8","3.0","4.2","4.1","15.3","12.2","12.1","9.4","18.5","13.9","17.7","10.0","15.2","9.9","106917","54850","123119","29320","(X)","(X)","39.4","(X)","(X)","(X)","705","214","2.0","3.1","0.0","5.8","7.0","6.0","2.0","3.4","4.7","4.7","14.3","12.8","13.6","10.5","19.3","14.6","20.0","11.8","17.2","11.4","116074","34962","N","N","(X)","(X)","(X)","(X)","(X)","(X)","290","124","19.3","19.6","0.0","13.6","17.2","24.5","3.4","5.5","24.8","23.0","20.3","19.6","3.4","5.4","0.0","13.6","4.8","8.1","6.6","11.0","39697","20351","52790","28349","(X)","(X)","(X)","(X)","35.2","(X)",
"860Z200US92539","ZCTA5 92539","1258","275","6.6","5.4","5.1","4.9","11.1","10.2","14.2","8.9","6.2","4.5","11.1","7.1","16.4","7.9","10.5","7.7","7.9","5.2","10.9","7.8","63203","34157","83151","18850","46.3","(X)","(X)","(X)","(X)","(X)","755","196","1.7","2.7","5.8","7.3","5.2","8.3","8.5","8.9","5.4","4.5","5.7","5.3","23.8","11.4","21.7","12.3","10.7","8.3","11.4","12.2","89871","10591","107569","24057","(X)","(X)","52.6","(X)","(X)","(X)","604","187","0.0","6.8","5.8","9.0","0.0","6.8","8.6","10.7","6.8","5.5","5.3","5.7","29.6","14.2","18.0","14.2","11.6","10.0","14.2","15.1","92744","17604","N","N","(X)","(X)","(X)","(X)","(X)","(X)","503","207","13.9","13.4","4.0","5.9","27.8","22.1","22.9","17.3","7.4","10.6","11.5","13.5","7.0","8.1","2.0","3.3","3.6","6.1","0.0","8.1","26453","7910","36730","11305","(X)","(X)","(X)","(X)","35.0","(X)",
